iter	Passed	Remaining
874	9238	1319
875	9246	1308
876	9248	1297
877	9260	1286
878	9263	1275
879	9282	1265
880	9295	1255
881	9297	1243
882	9308	1233
883	9311	1221
884	9323	1211
885	9326	1200
886	9335	1189
887	9341	1178
888	9344	1166
889	9353	1156
890	9356	1144
891	9370	1134
892	9373	1123
893	9401	1114
894	9422	1105
895	9434	1095
896	9446	1084
897	9449	1073
898	9452	1061
899	9455	1050
900	9478	1041
901	9483	1030
902	9485	1018
903	9488	1007
904	9499	997
905	9502	985
906	9508	974
907	9515	964
908	9518	952
909	9532	942
910	9534	931
911	9542	920
912	9544	909
913	9546	898
914	9549	887
915	9552	875
916	9560	865
917	9562	854
918	9568	843
919	9576	832
920	9579	821
921	9590	811
922	9593	800
923	9599	789
924	9603	778
925	9605	767
926	9608	756
927	9618	746
928	9622	735
929	9633	725
930	9636	714
931	9639	703
932	9642	692
933	9654	682
934	9667	672
935	9672	661
936	9681	650
937	9685	640
938	9689	629
939	9704	619
940	9711	608
941	9716	598
942	9719	587
943	9728	577
944	9730	566
945	9733	555
946	9736	544
947	9747	534
948	9750	523
949	9753	513
950	9759	502
951	9761	492
952	9765	481
953	9784	471
954	9793	461
955	9795	450
956	9798	440
957	9800	429
958	9812	419
959	9815	408
960	9817	398
961	9823	388
962	9826	377
963	9828	367
964	9833	356
965	9843	346
966	9846	336
967	9853	325
968	9856	315
969	9859	304
970	9865	294
971	9890	284
972	9893	274
973	9896	264
974	9902	253
975	9911	243
976	9917	233
977	9920	223
978	9923	212
979	9926	202
980	9929	192
981	9943	182
982	9946	172
983	9949	161
984	9952	151
985	9955	141
986	9958	131
987	9970	121
988	9973	110
989	9975	100
990	9985	90
991	9988	80
992	9997	70
993	10000	60
994	10006	50
995	10009	40
996	10011	30
997	10014	20
998	10016	10
999	10047	0
